title	href	last_work_plase	count
Руководитель службы технической поддержки	/resume/51763ba60007e819ad0039ed1f564c59587673?hhtmFrom=resume_search_result	"ООО «Москва Карго"" (дочерняя компания АО ""МАШ»)"	1.0
Специалист по YouTube	/resume/cb2c2b1a0002b7b7c50039ed1f556158537669?hhtmFrom=resume_search_result	CTC Media	2.0
Интернет маркетолог, руководитель отдела маркетинга	/resume/18707c6b00016c71280039ed1f57344653426f?hhtmFrom=resume_search_result	"ООО ""ПТО Эксперт"""	1.0
Системный администратор	/resume/9dca6a610005e6c5630039ed1f6838506e6e53?hhtmFrom=resume_search_result	"ПАО ""Аптечная сеть 36,6"""	1.0
Инженер по тестированию	/resume/9792feca0007cdf4bc0039ed1f594776395242?hhtmFrom=resume_search_result	Яндекс.Практикум	15.0
Системный администратор	/resume/b9d9665600070d2c900039ed1f7358304e3443?hhtmFrom=resume_search_result	"ООО ""Домодедово Ай-Ти Сервисиз"" (Международный аэропорт ""Домодедово"")"	1.0
Frontend разработчик	/resume/21ac681300050c592c0039ed1f734454697a30?hhtmFrom=resume_search_result	ООО «Симфософт»	1.0
Директор по продажам, Коммерческий директор, Операционный директор	/resume/b39bb5d800027c81510039ed1f4b3233506349?hhtmFrom=resume_search_result	ЭВОТОР	1.0
Руководитель IT проектов	/resume/db0f7fb000030980e30039ed1f4f5457545550?hhtmFrom=resume_search_result	CARLO PAZOLINI GROUP	3.0
Интеграция, обслуживание и поддержка коммутационных систем,  мобильная связь GSM, 3G UMTS, LTE	/resume/9a8c719e00009c3a210039ed1f736563726574?hhtmFrom=resume_search_result	Nokia NSN	1.0
Специалист службы поддержки пользователей	/resume/2f8239010007e085da0039ed1f524f344c4137?hhtmFrom=resume_search_result	Кухня на районе	1.0
Руководитель проектов	/resume/da75b40a0005c1db730039ed1f724972334158?hhtmFrom=resume_search_result	Heedbook	1.0
Менеджер IT-проектов	/resume/ba52d1cf00064d19000039ed1f346a50554a31?hhtmFrom=resume_search_result	ООО «Энтергейт»	1.0
Техник , монтажник СКС	/resume/c7f4666b0005eec6030039ed1f635937554377?hhtmFrom=resume_search_result	"ООО""Айнет-лан"""	1.0
Дессинатор / программист вязальных станков STOLL	/resume/bbf98ab0000574943a0039ed1f6b41394d3979?hhtmFrom=resume_search_result	ALESSANDRA MACCHI S.R.L.	1.0
Разработчик 1C	/resume/b6fed8c10007c6b63e0039ed1f767948546d47?hhtmFrom=resume_search_result	1С:Франчайзи	1.0
Стажер-разработчик	/resume/12eb1a470007fce17e0039ed1f6f396e4b6572?hhtmFrom=resume_search_result	MOLGA Consulting (МОЛГА Консалтинг)	2.0
Менеджер проекта	/resume/be7e8f6e0001cc30350039ed1f36726e386656?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Руководитель отдела поддержки пользователей	/resume/5a8fc655000719ddc90039ed1f306165556e75?hhtmFrom=resume_search_result	S8 Capital	1.0
WordPress developer	/resume/9d2320d60005c3b05c0039ed1f435968543471?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Ведущий инженер электросвязи, главный специалист, старший прораб	/resume/e8bc1a6100071425aa0039ed1f426e56464b68?hhtmFrom=resume_search_result	МГТС	10.0
Директор по эксплуатации, Заместитель генерального директора по эксплуатации и технической политике	/resume/9e55af8b0002a927620039ed1f4267536b7577?hhtmFrom=resume_search_result	"ООО ""Теплоресурс"" ООО ""МОЙ ДОМ"", ООО ""МСУ № 25"""	1.0
Системный администратор	/resume/4741d2ac000796b5a60039ed1f433647487242?hhtmFrom=resume_search_result	Пирс, ООО	1.0
Аналитик	/resume/3da473aa0005f184b80039ed1f6a6d6a6e6654?hhtmFrom=resume_search_result	City Nature (e-commerce)	1.0
Аналитик	/resume/be6f56be0007f386a90039ed1f7865355a6635?hhtmFrom=resume_search_result	КИВИ Банк	1.0
Junior Data Scientist	/resume/b37d6e9e00033832960039ed1f617a77753777?hhtmFrom=resume_search_result	ЛОКО-БАНК	1.0
Процессный инженер/Ресурсный менеджер/Руководитель отдела/Менеджер по качеству/Test Manager/QA	/resume/e6b161430000ab1d8d0039ed1f736563726574?hhtmFrom=resume_search_result	Bell Integrator	3.0
Руководитель интернет-магазина	/resume/3228916e0005d126ee0039ed1f77616e487833?hhtmFrom=resume_search_result	"ООО ТЦ ""На Можайке"""	1.0
Front-end разработчик JavaScript (React)	/resume/2368ef7a00001394560039ed1f736563726574?hhtmFrom=resume_search_result	Spark44 Moscow	2.0
Unity 3D developer	/resume/c2a0042600073721ae0039ed1f5738346a6372?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Менеджер интернет-магазина	/resume/1422498a00059055080039ed1f6b4342593045?hhtmFrom=resume_search_result	"ООО ""ЭкотрейдПремиум»"	1.0
Сборщик ПК	/resume/8d4badea000591c6120039ed1f4e384f58757a?hhtmFrom=resume_search_result	СборкаОнлайн	1.0
Заместитель руководителя, руководитель, менеджер по работе с клиентами	/resume/9c25f2000002fd578b0039ed1f786e6c536b32?hhtmFrom=resume_search_result	"ООО ""ФБ-СПОРТ"", ООО ""Т.Д.""Олимп"""	1.0
Руководитель IT проектов	/resume/f02fe769000381e7bd0039ed1f6a686339796e?hhtmFrom=resume_search_result	Аграрная Группа Мясопереработка	1.0
Системный администратор	/resume/2664b54e0006024e080039ed1f524b74384a31?hhtmFrom=resume_search_result	Prime Broker	1.0
Главный системный аналитик (Analytic Team Leader)	/resume/5b6861be000040a89c0039ed1f736563726574?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Javascript разработчик (Vue js, Vuetify, TypeScript, Node js)	/resume/c432fda500073ab3540039ed1f675a73564e39?hhtmFrom=resume_search_result	Проектная работа	8.0
Web-разработчик JS, CSS, HTML	/resume/19f0b1ef000321b3280039ed1f6d6746587147?hhtmFrom=resume_search_result	Альбион-2002, ООО	2.0
PHP-разработчик	/resume/2f394bb00003e7a7450039ed1f446f4c744c53?hhtmFrom=resume_search_result	Stomdevice	1.0
Machine Learning Engineer / Data Scientist	/resume/29e0030e00023441780039ed1f465559395944?hhtmFrom=resume_search_result	"ПАО ""Уфаоргсинтез"""	1.0
Специалист по сопровождению ПО	/resume/e58a32eb0003e6c1490039ed1f6a464b574d47?hhtmFrom=resume_search_result	"OOO ""ГолденСим"""	1.0
Начинающий специалист	/resume/dcee798b0003b7740f0039ed1f37566b666d52?hhtmFrom=resume_search_result	1 ОБП УВО по ЦАО ФГКУ УВО ГУ МВД	1.0
Project manager	/resume/851d603c000762d6640039ed1f5a7662465053?hhtmFrom=resume_search_result	"ООО ""Метакоммерс"""	1.0
Тестировщик ПО	/resume/95c2de560007c1b2650039ed1f323651704e51?hhtmFrom=resume_search_result	АНКОР, кадровый холдинг	1.0
Ведущей спецалист, Ведущей Инженер,Прокат Тех.	/resume/dfc47cbd0007e16c700039ed1f4c6f72675253?hhtmFrom=resume_search_result	ВГТРК Аппаратная Кремля	1.0
ICT, Sales, BDM, Commercial Manager, Engineer	/resume/283244420007ea3d6d0039ed1f446d43436639?hhtmFrom=resume_search_result	Contractor	1.0
Специалист в области автоматизации нефтегазового комплекса	/resume/46088fda0003c964ab0039ed1f746a57507071?hhtmFrom=resume_search_result	Российский государственный университет нефти и газа им. И.М. Губкина	1.0
Руководитель направления Digital / директор по интернет маркетингу / product owner	/resume/5c2cee5e00034cdd130039ed1f6448396f3667?hhtmFrom=resume_search_result	Сбербанк	46.0
Руководитель интернет-проекта	/resume/567ca1a400006607870039ed1f736563726574?hhtmFrom=resume_search_result	Coleman services	2.0
Web-дизайнер / Художник-дизайнер	/resume/67b2c14c00029da50c0039ed1f364c65645237?hhtmFrom=resume_search_result	House Office \ Freelancer \	2.0
Сервисный инженер	/resume/6f1044ad000803405e0039ed1f335979704a7a?hhtmFrom=resume_search_result	Работа в компаниях, связанная с разработкой, наладкой и сервисом оптико-электронного оборудования	2.0
Web мастер / Администратор сайтов	/resume/96c6cfee0007d2707b0039ed1f594141517462?hhtmFrom=resume_search_result	Nx Studio	1.0
Системного администратора (помощник системного администратора)	/resume/f15f5a9700004d82bf0039ed1f736563726574?hhtmFrom=resume_search_result		
Java разработчик \ программист	/resume/9a3b7159000783c4580039ed1f346d664c4965?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Frontend-разработчик	/resume/c9613f4900033e5bb90039ed1f623554493552?hhtmFrom=resume_search_result	"РА ""Александра"""	1.0
Frontend-разработчик	/resume/d83541c60002e74d4f0039ed1f326662344458?hhtmFrom=resume_search_result	Московская Школа Управления СКОЛКОВО	2.0
Менеджер интернет-магазина (офис)	/resume/63eb15690007da88620039ed1f6e4639476741?hhtmFrom=resume_search_result	ООО МДТЗК (Ticketland)	1.0
Региональный менеджер по продажам	/resume/aa4b28ca00028e00670039ed1f65625479754a?hhtmFrom=resume_search_result	Завод ЭМА, ЗАО	1.0
Менеджер проектов	/resume/39b0ff7e00052582ec0039ed1f725570357959?hhtmFrom=resume_search_result	ООО Полимерсбыт	1.0
Аналитик / Junior Data Scientist	/resume/b9d8f1ae0007f4b97e0039ed1f4663586f5569?hhtmFrom=resume_search_result	Рекламное агентство	1.0
Аналитик	/resume/a9647892000279e5d10039ed1f343566637166?hhtmFrom=resume_search_result	"Кафе ""жемчужина"""	1.0
Руководитель IT проектов	/resume/ab7a02b90007f0837b0039ed1f647650497865?hhtmFrom=resume_search_result	iFellow	1.0
Руководитель проектов	/resume/4f8aab220007204de50039ed1f4a32555a4d41?hhtmFrom=resume_search_result	Orange Business Services	3.0
